SEQN,Gender,Age,Ethnicity,US born,Education,Marital Status,HouseholdSize,AgeUnder6,Age6to18,AgeOver60,HouseholdIncome,IncomePovertyRatio
96326,Male,14,Others,1,,,2,0,1,0,75.0,4.0
96371,Female,14,Mexican-American,1,5.0,,7,0,3,0,98.0,2.15
96410,Male,14,Black,1,,,6,1,3,0,63.0,
96442,Male,14,White,1,,,4,0,2,0,45.0,1.67
96518,Female,14,Mexican-American,1,4.0,,5,0,2,0,25.0,0.7
96606,Male,14,Asian,1,5.0,,3,0,1,0,45.0,1.92
96647,Female,14,Black,1,4.0,,5,0,1,0,35.0,1.07
96763,Male,14,Mexican-American,1,,,4,0,2,0,215.0,5.0
96806,Male,14,Black,1,,,7,0,3,0,92.0,1.98
97012,Female,14,Black,1,4.0,,4,0,3,0,35.0,1.26
97069,Female,14,Black,1,5.0,,7,1,3,0,65.0,1.72
97135,Male,14,White,1,4.0,,7,0,3,0,693.0,3.1
97187,Male,14,Others,1,4.0,,4,0,2,0,316.0,5.0
97298,Female,14,Mexican-American,1,3.0,,7,0,3,2,96.0,1.78
97647,Female,14,Asian,1,,,3,0,1,0,75.0,3.43
97778,Female,14,White,1,3.0,,6,3,1,0,35.0,0.95
97792,Male,14,Black,1,2.0,,6,0,3,1,45.0,1.13
97925,Female,14,White,1,,,4,0,2,0,191.0,5.0
97933,Male,14,Mexican-American,1,2.0,,6,0,3,0,218.0,3.85
97979,Male,14,White,1,3.0,,3,0,1,0,45.0,1.96
97988,Male,14,Asian,1,,,6,0,3,0,20.0,0.58
98068,Female,14,Mexican-American,1,,,5,0,3,0,65.0,1.91
98122,Male,14,Black,1,2.0,,4,0,2,0,25.0,0.88
98129,Female,14,Asian,2,,,4,0,2,0,45.0,1.79
98150,Male,14,Others,1,4.0,,4,0,1,1,35.0,1.34
98164,Female,14,Others,1,,,4,0,1,0,75.0,2.81
98224,Female,14,Asian,1,5.0,,7,0,3,0,91.0,2.15
98305,Female,14,Others,1,4.0,,3,0,2,0,35.0,1.47
98404,Male,14,Black,1,,,6,0,3,0,45.0,1.24
98418,Male,14,Asian,1,1.0,,3,0,1,0,778.0,4.9
98465,Female,14,White,1,,,6,2,2,0,25.0,0.7
98468,Female,14,Mexican-American,1,5.0,,5,0,3,0,68.0,
98773,Male,14,Asian,2,4.0,,6,1,2,1,35.0,0.88
98794,Male,14,White,1,,,4,0,2,0,15.0,0.43
98801,Male,14,Black,1,3.0,,2,0,1,0,55.0,2.77
98835,Male,14,White,1,,,4,0,3,0,5.0,0.04
98919,Female,14,Mexican-American,1,4.0,,5,0,3,0,45.0,1.36
98986,Female,14,White,1,,,7,1,1,1,55.0,1.19
99037,Female,14,Black,1,4.0,,7,0,3,0,,
99048,Male,14,Mexican-American,1,,,6,1,3,0,5.0,0.01
99165,Female,14,Black,1,2.0,,4,0,2,0,964.0,5.0
99199,Male,14,Asian,1,3.0,,7,2,3,2,63.0,
99215,Male,14,White,1,,,5,0,3,0,285.0,4.52
99223,Female,14,Mexican-American,1,1.0,,6,0,3,0,45.0,1.16
99286,Female,14,White,1,3.0,,5,0,2,0,63.0,
99302,Male,14,White,1,4.0,,3,0,2,0,45.0,1.83
99347,Female,14,Black,1,3.0,,5,0,3,0,35.0,1.11
99455,Female,14,Mexican-American,1,,,7,0,3,2,83.0,1.78
99549,Female,14,Others,1,2.0,,4,0,2,0,751.0,5.0
99559,Female,14,Other Hispanic,1,,,6,0,1,1,45.0,1.08
99629,Female,14,Black,1,3.0,,2,0,1,0,15.0,0.62
99677,Male,14,Black,1,4.0,,5,0,3,0,25.0,0.73
99696,Female,14,Other Hispanic,1,3.0,,4,0,2,0,87.0,3.25
99713,Male,14,White,1,1.0,,4,0,1,0,91.0,3.19
99737,Female,14,Black,1,3.0,,6,1,2,0,25.0,0.6
99853,Male,14,Others,1,,,4,0,2,0,970.0,4.07
99911,Female,14,Mexican-American,1,3.0,,3,0,2,0,35.0,1.42
99921,Female,14,White,1,4.0,,5,1,3,0,35.0,0.85
99967,Female,14,Others,1,4.0,,3,0,2,0,206.0,5.0
99973,Male,14,White,1,,,6,2,2,0,65.0,1.82
99995,Female,14,Black,1,1.0,,3,1,1,0,35.0,1.57
100017,Male,14,White,1,4.0,,5,0,3,0,65.0,2.08
100065,Male,14,Black,1,3.0,,5,0,3,0,387.0,4.32
100101,Female,14,Black,2,1.0,,4,0,2,0,45.0,1.63
100134,Female,14,Others,1,,,3,0,1,0,65.0,2.69
100139,Male,14,Black,1,3.0,,4,0,3,0,5.0,0.0
100170,Female,14,Mexican-American,1,2.0,,5,0,3,0,802.0,4.07
100225,Female,14,White,1,3.0,,4,1,2,0,20.0,0.6
100300,Female,14,Black,1,4.0,,6,1,3,0,75.0,2.06
100379,Male,14,White,1,,,6,1,3,0,65.0,1.67
100518,Male,14,Other Hispanic,1,,,4,0,1,0,35.0,1.1
100539,Female,14,Mexican-American,1,,,4,0,1,0,71.0,1.15
100562,Male,14,White,1,3.0,,4,0,2,0,79.0,3.05
100596,Female,14,Black,1,1.0,,4,0,2,1,65.0,2.39
100661,Male,14,Asian,1,3.0,,4,0,2,1,35.0,1.0
101029,Male,14,Mexican-American,1,,,5,0,2,0,75.0,2.43
101032,Male,14,White,1,2.0,,6,0,1,0,578.0,2.96
101039,Male,14,Black,1,3.0,,4,0,2,1,45.0,1.69
101080,Male,14,White,1,,,3,0,1,0,938.0,5.0
101094,Male,14,Mexican-American,1,4.0,,5,0,2,0,75.0,2.46
101197,Male,14,Black,1,4.0,,5,0,3,0,55.0,1.7
101203,Male,14,White,1,3.0,,3,0,2,0,35.0,1.32
101205,Female,14,Black,1,3.0,,3,0,2,0,20.0,0.87
101208,Female,14,Other Hispanic,1,5.0,,5,0,2,0,37.0,
101231,Female,14,White,1,4.0,,6,0,2,1,822.0,3.79
101292,Female,14,Black,1,,,7,1,3,0,65.0,1.18
101306,Female,14,White,1,5.0,,3,0,2,0,45.0,0.05
101388,Male,14,White,1,4.0,,5,0,2,0,404.0,5.0
101392,Female,14,White,1,1.0,,6,0,3,0,45.0,1.24
101395,Male,14,White,1,5.0,,4,0,2,0,577.0,5.0
101497,Male,14,White,1,3.0,,3,0,2,0,78.0,4.65
101568,Male,14,Mexican-American,2,2.0,,7,1,3,0,38.0,
101582,Male,14,Black,1,1.0,,6,1,3,0,91.0,2.67
101639,Male,14,Black,1,,,6,0,3,0,45.0,1.24
101719,Male,14,White,1,4.0,,4,0,3,0,78.0,3.59
101836,Female,14,Mexican-American,2,,,7,2,3,0,5.0,0.12
101868,Male,14,Mexican-American,1,5.0,,4,0,3,0,35.0,1.04
101997,Male,14,Asian,2,2.0,,5,0,2,0,855.0,3.4
102061,Female,14,White,1,,,4,0,2,0,55.0,1.95
102114,Female,14,White,1,4.0,,7,3,1,0,75.0,1.5
102124,Female,14,White,1,1.0,,5,2,1,0,224.0,5.0
102157,Male,14,Other Hispanic,2,,,7,3,2,0,15.0,0.25
102165,Male,14,Mexican-American,1,3.0,,4,1,1,0,55.0,1.99
102208,Female,14,White,1,4.0,,6,1,2,0,25.0,0.59
102274,Male,14,Other Hispanic,1,1.0,,6,1,2,0,65.0,1.63
102297,Male,14,White,1,,,4,0,3,0,84.0,3.46
102316,Male,14,White,1,3.0,,5,1,2,0,20.0,0.52
102394,Female,14,White,1,3.0,,3,1,1,0,20.0,0.78
102538,Female,14,Black,1,,,4,0,2,0,962.0,5.0
102570,Female,14,Black,1,4.0,,5,0,3,0,25.0,0.68
102592,Female,14,Others,1,2.0,,5,0,3,0,35.0,0.87
102695,Female,14,Others,1,5.0,,5,0,2,0,20.0,0.58
102698,Male,14,Other Hispanic,1,3.0,,7,0,3,0,45.0,0.85
102714,Male,14,Mexican-American,1,,,5,0,3,0,45.0,1.36
102827,Male,14,White,1,1.0,,4,0,2,0,35.0,1.02
102857,Female,14,Mexican-American,1,5.0,,7,1,3,0,15.0,0.37
102915,Female,14,Black,1,4.0,,5,0,3,0,35.0,1.11
102941,Female,14,Mexican-American,2,4.0,,6,2,2,0,45.0,1.14
102955,Female,14,Black,1,2.0,,4,0,1,0,65.0,2.24
96281,Female,15,Mexican-American,1,5.0,,6,2,2,0,92.0,
98970,Female,15,Black,1,,,5,0,3,0,11.0,
99034,Male,15,Mexican-American,1,3.0,,5,0,3,0,447.0,4.76
100873,Male,15,White,1,,,4,0,1,0,96.0,
101055,Female,15,Black,1,,,2,0,1,0,93.0,4.62
101381,Male,15,Black,1,3.0,,2,0,1,0,55.0,2.73
101813,Male,15,Black,1,2.0,,2,0,1,0,160.0,5.0
102042,Male,15,Asian,1,,,4,0,2,0,179.0,4.08
93905,Male,15,Asian,1,2.0,,4,0,1,0,82.0,3.25
94094,Female,15,Black,1,,,5,0,3,0,97.0,3.3
94145,Female,15,Other Hispanic,1,5.0,,7,1,3,0,34.0,
94230,Male,15,Black,1,5.0,,6,1,2,1,63.0,
94238,Female,15,Black,1,,,4,0,2,0,845.0,5.0
94252,Male,15,Others,1,4.0,,5,0,3,1,650.0,4.17
94312,Female,15,White,1,,,6,0,3,0,35.0,0.76
94396,Female,15,Black,1,3.0,,7,0,2,0,35.0,0.66
94447,Male,15,Black,1,3.0,,6,2,2,0,35.0,0.89
94502,Female,15,Asian,2,,,2,0,1,0,45.0,2.46
94601,Female,15,White,1,4.0,,3,0,1,0,45.0,1.68
94626,Male,15,Others,1,,,5,0,3,0,35.0,0.92
94630,Male,15,Black,1,3.0,,4,0,3,0,5.0,0.1
94821,Male,15,Asian,1,,,4,0,1,0,868.0,5.0
94833,Female,15,Mexican-American,1,4.0,,5,0,2,0,55.0,1.7
94923,Female,15,Black,1,5.0,,5,0,3,0,92.0,3.3
95111,Male,15,White,1,,,3,0,1,1,55.0,0.74
95150,Male,15,White,1,,,3,0,1,0,5.0,0.12
95158,Female,15,White,1,5.0,,7,1,3,0,55.0,0.99
95192,Male,15,Black,1,4.0,,7,1,3,0,65.0,1.72
95297,Male,15,Others,1,,,7,0,3,2,63.0,
95303,Male,15,Others,1,,,2,0,1,0,20.0,0.92
95369,Female,15,White,1,,,5,0,3,2,45.0,1.19
95387,Male,15,Black,1,5.0,,2,0,1,0,10.0,0.49
95435,Female,15,Asian,1,,,6,0,2,0,5.0,
95516,Male,15,Black,1,3.0,,7,0,3,1,236.0,3.23
95546,Male,15,Mexican-American,1,3.0,,4,0,3,1,65.0,2.43
95758,Male,15,Other Hispanic,1,,,5,0,3,0,10.0,0.32
96013,Female,15,Mexican-American,1,3.0,,6,1,3,0,15.0,0.43
96294,Female,15,White,1,2.0,,6,0,1,1,210.0,4.74
96347,Female,15,Asian,1,3.0,,5,0,2,1,172.0,5.0
96369,Male,15,Mexican-American,1,3.0,,7,0,3,2,86.0,1.78
96418,Female,15,Other Hispanic,1,2.0,,3,0,1,0,913.0,5.0
96419,Female,15,Mexican-American,1,,,4,0,2,0,63.0,
96425,Male,15,Others,1,,,3,0,2,0,25.0,1.2
96533,Male,15,White,1,2.0,,4,0,2,0,55.0,1.95
96550,Male,15,Others,1,5.0,,4,0,2,0,65.0,2.39
96563,Female,15,White,1,3.0,,3,0,2,0,10.0,0.44
96589,Female,15,Asian,2,4.0,,5,0,3,0,65.0,1.87
96897,Male,15,Mexican-American,1,4.0,,6,0,3,0,93.0,2.52
96942,Male,15,Black,1,,,2,0,1,0,5.0,0.28
96961,Male,15,Black,1,,,6,1,3,0,45.0,1.04
96980,Male,15,White,1,4.0,,6,1,2,0,25.0,0.59
97199,Male,15,Others,1,4.0,,5,0,1,0,65.0,2.04
97218,Male,15,White,1,5.0,,7,1,3,0,482.0,3.23
97292,Male,15,Black,1,,,6,0,3,0,45.0,1.14
97377,Female,15,White,1,,,3,0,2,0,45.0,2.01
97394,Male,15,Asian,1,,,4,0,1,1,842.0,5.0
97411,Female,15,Mexican-American,1,,,5,0,1,0,45.0,1.22
97448,Male,15,Mexican-American,1,2.0,,4,0,1,0,65.0,2.39
97564,Male,15,White,1,3.0,,3,0,1,0,65.0,3.03
97584,Female,15,Black,1,4.0,,4,0,3,0,5.0,0.1
97651,Female,15,Other Hispanic,1,3.0,,2,0,1,0,45.0,0.0
97669,Female,15,White,1,3.0,,4,0,1,0,55.0,1.99
97696,Male,15,Others,1,3.0,,3,0,1,0,55.0,2.45
97720,Male,15,White,1,,,4,0,1,0,75.0,2.64
97797,Female,15,Mexican-American,1,1.0,,6,0,2,1,45.0,1.04
97892,Female,15,Black,1,4.0,,5,0,2,0,330.0,3.4
98025,Male,15,Black,1,1.0,,3,0,2,0,20.0,0.87
98038,Female,15,Asian,2,,,4,0,2,0,45.0,1.67
98132,Male,15,Mexican-American,2,,,4,0,2,0,20.0,0.76
98149,Male,15,Mexican-American,1,4.0,,3,0,1,0,220.0,5.0
98177,Female,15,White,1,3.0,,5,1,2,0,88.0,2.85
98184,Female,15,Mexican-American,1,4.0,,5,1,3,0,25.0,0.68
98213,Male,15,Black,1,,,6,1,3,0,63.0,
98268,Male,15,Other Hispanic,1,,,6,1,2,0,75.0,2.02
98386,Female,15,Other Hispanic,1,,,4,0,2,0,19.0,
98450,Female,15,Others,1,4.0,,3,0,2,0,55.0,2.2
98623,Female,15,White,1,5.0,,2,0,1,0,82.0,4.62
98720,Male,15,Others,1,,,5,0,3,0,35.0,0.87
98753,Male,15,Others,1,4.0,,4,1,1,0,15.0,0.56
98802,Male,15,Black,2,4.0,,6,1,3,0,25.0,0.65
98885,Male,15,White,1,,,2,0,1,0,20.0,1.13
99004,Male,15,White,1,,,2,0,1,0,15.0,0.7
99091,Male,15,Mexican-American,1,2.0,,4,0,1,0,406.0,4.78
99096,Female,15,White,1,2.0,,5,0,3,0,873.0,5.0
99135,Female,15,Black,1,3.0,,2,0,1,1,25.0,1.22
99373,Male,15,White,1,,,6,1,2,0,20.0,0.46
99413,Male,15,Asian,2,,,4,0,2,0,35.0,1.22
99445,Male,15,White,1,2.0,,5,0,3,0,993.0,4.25
99617,Male,15,Black,1,,,7,0,3,0,65.0,1.58
99663,Male,15,White,1,1.0,,4,0,2,0,15.0,0.43
99699,Male,15,Mexican-American,1,,,3,0,1,0,15.0,0.51
99728,Female,15,Other Hispanic,1,3.0,,5,1,2,0,75.0,2.29
99735,Male,15,Others,1,1.0,,6,1,3,0,931.0,4.85
99769,Female,15,Other Hispanic,1,1.0,,4,0,1,0,55.0,1.79
99875,Female,15,Black,1,5.0,,5,1,1,0,859.0,3.4
100050,Male,15,Other Hispanic,2,4.0,,5,2,1,0,15.0,0.34
100096,Female,15,Others,1,,,5,0,2,0,10.0,0.33
100224,Male,15,Mexican-American,1,3.0,,7,3,2,0,25.0,0.45
100284,Male,15,Black,1,,,6,1,3,0,35.0,1.04
100367,Male,15,Black,1,4.0,,5,1,2,0,65.0,1.87
100413,Male,15,Asian,1,,,5,0,3,0,389.0,5.0
100545,Female,15,Black,1,,,4,0,1,2,126.0,4.27
100679,Male,15,White,1,,,5,0,3,0,45.0,1.56
100695,Female,15,Mexican-American,1,2.0,,3,0,1,0,530.0,5.0
100722,Female,15,Others,1,,,4,0,2,0,35.0,1.22
100783,Male,15,Asian,1,4.0,,5,0,1,0,45.0,1.32
100939,Female,15,Asian,1,,,4,0,2,0,25.0,0.89
100974,Male,15,White,1,5.0,,2,0,1,0,35.0,1.94
101020,Male,15,Others,1,,,2,0,1,0,45.0,2.16
101035,Female,15,White,1,3.0,,3,0,1,1,855.0,4.81
101048,Male,15,Asian,1,3.0,,4,0,2,0,92.0,3.66
101131,Male,15,White,1,,,7,0,3,0,45.0,0.94
101244,Female,15,Black,1,,,7,0,3,0,25.0,0.54
101315,Male,15,White,1,5.0,,4,0,3,0,611.0,5.0
101332,Male,15,Black,1,4.0,,4,0,2,0,25.0,0.81
101451,Male,15,Mexican-American,1,,,3,0,1,0,35.0,1.37
101561,Male,15,White,1,4.0,,4,0,2,0,45.0,1.63
101788,Male,15,Black,1,,,5,0,2,0,45.0,1.39
101826,Male,15,Black,1,,,5,1,2,0,55.0,1.74
101931,Female,15,Mexican-American,1,5.0,,4,0,1,0,94.0,2.99
101972,Female,15,Black,1,,,4,0,2,0,75.0,2.79
102115,Female,15,Asian,2,,,4,0,2,0,35.0,1.0
102143,Female,15,Other Hispanic,2,4.0,,6,1,2,0,,
102166,Male,15,White,1,1.0,,3,0,1,0,45.0,1.76
102231,Female,15,Mexican-American,1,1.0,,4,0,2,0,834.0,4.66
102385,Male,15,Others,1,4.0,,7,1,3,0,35.0,0.86
102433,Male,15,Mexican-American,1,5.0,,3,0,2,0,15.0,0.69
102463,Male,15,White,1,4.0,,5,0,2,0,92.0,2.61
102500,Male,15,Others,1,1.0,,3,0,2,0,20.0,0.93
102513,Female,15,White,1,3.0,,5,0,2,0,76.0,2.89
102577,Male,15,White,1,,,7,1,3,0,87.0,1.37
102582,Female,15,White,1,4.0,,4,0,1,0,25.0,0.8
102599,Female,15,Asian,1,2.0,,3,0,1,0,679.0,5.0
102926,Female,15,Others,1,,,3,0,1,0,304.0,5.0
102945,Male,15,Other Hispanic,1,3.0,,6,0,3,0,16.0,
94973,Male,16,Mexican-American,1,5.0,,7,1,2,0,19.0,
98482,Female,16,Black,2,,,5,0,1,1,65.0,1.91
100394,Male,16,Others,1,3.0,,4,0,2,0,537.0,3.98
100777,Male,16,White,1,3.0,,5,0,2,0,230.0,5.0
102076,Male,16,Black,1,5.0,,3,0,1,0,35.0,0.77
102186,Female,16,Asian,1,,,4,0,2,1,,
93821,Female,16,Asian,1,,,7,2,2,1,45.0,0.79
93873,Female,16,Mexican-American,1,,,6,1,2,0,15.0,0.33
93979,Male,16,White,1,4.0,,4,0,2,0,45.0,1.67
94090,Female,16,Mexican-American,1,1.0,,3,0,1,0,124.0,5.0
94195,Female,16,White,1,,,5,0,3,0,91.0,3.06
94272,Male,16,White,1,,,4,0,1,0,35.0,1.06
94413,Male,16,Others,1,,,3,0,1,0,10.0,0.24
94456,Female,16,White,1,3.0,,4,0,1,0,45.0,1.49
94562,Male,16,White,1,5.0,,3,0,1,0,20.0,0.79
94567,Male,16,Black,1,4.0,,7,0,3,0,94.0,0.0
94610,Female,16,Asian,2,5.0,,3,0,1,0,909.0,5.0
94701,Male,16,Black,1,5.0,,3,0,2,0,35.0,1.26
94782,Female,16,White,1,,,3,0,2,0,77.0,4.65
94804,Male,16,Black,1,4.0,,3,0,1,0,45.0,1.71
94820,Female,16,Black,1,4.0,,2,0,1,0,35.0,1.82
94840,Female,16,White,1,,,4,0,2,0,,
94864,Male,16,Other Hispanic,2,3.0,,3,0,1,1,65.0,2.89
94875,Male,16,White,1,,,7,0,3,0,557.0,3.1
95022,Female,16,Mexican-American,1,4.0,,5,0,3,0,908.0,4.07
95054,Female,16,Mexican-American,1,4.0,,6,0,3,0,45.0,1.09
95072,Female,16,White,1,,,7,3,3,0,80.0,1.81
95127,Male,16,White,1,,,6,0,3,0,75.0,1.97
95161,Female,16,Other Hispanic,2,,,2,0,1,0,35.0,1.82
95218,Female,16,White,1,4.0,,5,0,3,0,151.0,4.86
95223,Female,16,Black,1,3.0,,7,1,3,0,45.0,0.94
95293,Male,16,White,2,4.0,,6,1,3,0,15.0,0.35
95457,Female,16,Black,1,,,6,0,3,0,45.0,1.24
95518,Male,16,Others,1,4.0,,7,1,3,0,35.0,0.86
95604,Male,16,Mexican-American,1,3.0,,5,0,1,0,164.0,5.0
95618,Female,16,Black,1,,,4,0,3,0,20.0,0.6
95619,Female,16,Black,1,,,5,0,2,0,909.0,3.4
95638,Male,16,Other Hispanic,2,1.0,,6,0,1,2,45.0,1.29
95702,Female,16,Asian,2,3.0,,6,0,3,1,19.0,
95783,Male,16,Others,1,5.0,,3,0,1,0,65.0,2.79
95821,Female,16,Black,1,3.0,,5,0,3,0,35.0,1.11
95906,Female,16,White,1,,,3,0,1,0,63.0,1.53
95933,Male,16,Black,1,5.0,,4,0,2,1,65.0,2.39
95999,Male,16,Black,1,4.0,,7,0,3,1,665.0,3.23
96012,Male,16,Black,1,5.0,,4,0,2,0,78.0,3.74
96128,Male,16,White,1,3.0,,3,0,1,0,470.0,5.0
96132,Male,16,White,1,5.0,,5,0,2,0,750.0,4.76
96177,Female,16,White,1,,,4,0,2,0,35.0,1.04
96261,Female,16,Mexican-American,1,4.0,,5,1,3,0,25.0,0.68
96285,Female,16,White,1,,,2,0,1,0,35.0,2.0
96374,Female,16,Mexican-American,1,,,6,0,1,0,75.0,2.0
96391,Male,16,Mexican-American,1,3.0,,4,0,2,0,8.0,
96467,Female,16,White,1,5.0,,4,0,2,0,35.0,1.02
96843,Male,16,Mexican-American,1,,,5,0,2,0,25.0,0.7
96881,Female,16,Black,1,,,4,0,2,2,25.0,0.81
96924,Female,16,Black,1,1.0,,3,0,1,0,65.0,2.43
96971,Male,16,White,1,2.0,,4,0,1,0,118.0,4.07
97004,Female,16,Mexican-American,1,,,5,0,1,0,35.0,1.02
97070,Male,16,Black,1,4.0,,6,2,2,0,35.0,0.89
97112,Male,16,White,1,4.0,,4,0,1,0,874.0,5.0
97160,Female,16,White,1,,,3,0,1,1,75.0,3.49
97232,Male,16,White,1,,,3,0,1,2,35.0,1.67
97241,Male,16,White,1,,,3,0,1,0,55.0,2.83
97262,Female,16,Mexican-American,2,,,7,1,2,0,5.0,0.01
97358,Female,16,White,1,5.0,,4,0,1,1,55.0,2.09
97395,Male,16,White,1,,,3,0,1,2,45.0,2.17
97517,Male,16,White,1,5.0,,6,0,2,2,25.0,0.59
97607,Male,16,Mexican-American,2,5.0,,5,1,2,0,35.0,0.87
97729,Female,16,White,1,,,3,0,2,0,10.0,0.44
97772,Male,16,Black,1,4.0,,5,0,3,0,79.0,
97785,Female,16,White,1,5.0,,3,0,2,0,927.0,5.0
97805,Male,16,White,1,,,3,0,1,0,75.0,3.18
97931,Female,16,Mexican-American,1,5.0,,4,0,2,2,55.0,1.87
97989,Female,16,White,1,5.0,,5,0,3,0,75.0,2.21
97993,Female,16,White,1,3.0,,5,1,1,0,55.0,1.8
98001,Male,16,Mexican-American,1,5.0,,6,1,3,0,5.0,0.01
98002,Male,16,Black,1,,,7,0,3,0,97.0,2.37
98146,Male,16,Black,1,4.0,,3,0,1,1,35.0,1.44
98231,Female,16,Other Hispanic,2,4.0,,7,1,2,0,,
98260,Male,16,White,1,5.0,,6,1,3,0,65.0,1.67
98330,Male,16,Black,1,3.0,,5,0,3,1,933.0,4.17
98349,Female,16,Black,1,3.0,,6,2,2,0,823.0,5.0
98359,Male,16,Others,1,4.0,,4,0,2,0,699.0,5.0
98397,Male,16,Black,1,5.0,,3,0,1,0,45.0,2.11
98505,Male,16,Mexican-American,1,,,7,1,3,0,55.0,1.31
98507,Female,16,Mexican-American,1,,,4,1,2,0,20.0,0.68
98520,Male,16,White,1,5.0,,5,1,2,0,35.0,0.88
98560,Male,16,Black,1,4.0,,4,0,3,0,20.0,0.6
98578,Female,16,Other Hispanic,1,5.0,,7,1,3,0,201.0,0.02
98795,Female,16,Asian,1,1.0,,5,0,1,1,800.0,4.08
98890,Male,16,White,1,,,4,0,1,0,847.0,5.0
98896,Male,16,Mexican-American,1,3.0,,6,0,1,0,913.0,3.32
98975,Male,16,White,1,,,7,0,3,0,75.0,1.75
99022,Male,16,Asian,1,,,4,0,1,1,75.0,2.85
99046,Female,16,White,1,3.0,,5,1,2,0,55.0,1.53
99107,Female,16,Mexican-American,1,4.0,,5,0,2,0,870.0,5.0
99189,Male,16,Other Hispanic,1,4.0,,4,0,2,0,83.0,3.33
99325,Male,16,Black,1,1.0,,7,0,3,0,,
99567,Male,16,Asian,1,3.0,,4,0,2,0,75.0,3.88
99639,Female,16,Black,1,3.0,,5,1,1,0,35.0,0.92
99770,Male,16,Others,1,3.0,,4,1,1,0,15.0,0.53
99773,Male,16,Others,1,,,4,0,2,1,35.0,1.0
99799,Female,16,Other Hispanic,2,3.0,,5,0,2,0,5.0,0.05
99826,Male,16,White,1,2.0,,5,1,2,0,15.0,0.42
99828,Female,16,Asian,1,1.0,,3,0,1,0,716.0,4.81
99915,Male,16,Asian,1,2.0,,5,0,2,0,610.0,5.0
99970,Male,16,Other Hispanic,1,4.0,,7,1,1,0,20.0,0.41
100042,Female,16,Black,1,5.0,,3,0,1,1,65.0,
100327,Male,16,Black,1,,,5,0,3,0,221.0,5.0
100448,Female,16,White,1,,,5,0,3,0,91.0,2.89
100495,Male,16,White,1,4.0,,4,1,1,0,,
100637,Female,16,Black,1,4.0,,3,0,1,0,5.0,0.12
100656,Female,16,Asian,1,3.0,,4,0,2,0,47.0,
100671,Male,16,White,1,3.0,,5,0,3,0,35.0,1.02
100686,Female,16,Others,1,,,2,0,1,0,55.0,3.33
100808,Female,16,Black,1,,,5,0,2,0,35.0,0.99
100813,Female,16,Mexican-American,1,5.0,,4,0,1,1,5.0,0.1
100901,Female,16,White,1,5.0,,4,0,2,0,977.0,3.98
100946,Male,16,Others,1,,,5,0,2,0,583.0,4.25
100964,Male,16,Black,1,5.0,,6,1,3,0,89.0,2.67
100970,Male,16,Other Hispanic,1,3.0,,2,0,1,0,197.0,5.0
101067,Male,16,Black,1,,,5,1,2,0,75.0,2.78
101240,Female,16,Mexican-American,1,,,7,2,2,0,84.0,2.23
101263,Male,16,White,1,,,7,0,3,0,63.0,
101295,Male,16,Asian,1,,,3,0,1,0,,
101326,Female,16,Asian,2,5.0,,6,0,2,0,25.0,0.64
101329,Female,16,White,1,4.0,,5,0,1,0,63.0,
101344,Female,16,Others,1,,,5,0,2,0,20.0,0.58
101352,Male,16,White,1,,,7,0,3,0,45.0,0.94
101420,Female,16,Black,1,2.0,,5,0,3,0,83.0,2.55
101459,Male,16,White,2,5.0,,5,0,2,0,63.0,
101482,Female,16,Asian,1,5.0,,5,0,2,0,63.0,
101485,Female,16,Mexican-American,1,2.0,,5,0,3,0,55.0,1.74
101506,Female,16,Black,1,,,4,0,1,0,45.0,1.69
101583,Female,16,Mexican-American,1,5.0,,7,1,2,0,20.0,0.49
101615,Female,16,Black,1,,,4,0,2,0,19.0,
101648,Male,16,Asian,2,,,3,0,1,0,65.0,2.69
101674,Female,16,Others,1,4.0,,5,1,2,0,,
101734,Female,16,White,1,4.0,,4,0,3,0,81.0,3.46
101806,Female,16,Mexican-American,2,4.0,,4,0,2,0,15.0,0.52
101825,Male,16,White,1,,,7,2,2,0,45.0,1.05
101869,Male,16,Mexican-American,1,,,3,0,1,0,45.0,1.96
102051,Male,16,White,2,4.0,,3,0,1,1,65.0,2.65
102190,Female,16,White,1,3.0,,3,0,2,0,20.0,0.79
102270,Male,16,Asian,1,5.0,,6,0,1,1,696.0,3.04
102312,Female,16,Mexican-American,1,5.0,,4,0,3,0,35.0,1.04
102327,Male,16,Others,1,,,4,0,2,0,35.0,1.02
102339,Female,16,Mexican-American,1,,,5,1,1,0,63.0,
102404,Male,16,White,1,3.0,,5,0,1,0,20.0,
102440,Female,16,Asian,2,,,4,0,2,0,460.0,5.0
102468,Female,16,Asian,2,2.0,,4,0,1,0,552.0,5.0
102498,Female,16,Asian,1,,,5,0,1,1,55.0,1.7
102604,Female,16,Asian,1,4.0,,6,1,3,0,889.0,3.67
102725,Female,16,White,1,,,5,0,1,1,35.0,0.87
102728,Male,16,White,1,,,5,0,2,0,95.0,2.89
102810,Female,16,Other Hispanic,1,4.0,,5,0,1,0,15.0,0.41
102822,Female,16,Asian,1,4.0,,5,0,2,0,55.0,1.6
94289,Female,17,White,1,3.0,,2,0,1,0,45.0,2.16
94533,Female,17,White,1,1.0,,3,0,1,0,75.0,3.13
96702,Female,17,Others,1,2.0,,4,0,2,1,,
101717,Male,17,Mexican-American,1,2.0,,4,0,1,0,45.0,1.73
94064,Male,17,Mexican-American,1,,,7,1,2,1,20.0,0.4
