SEQN,Gender,Age,Ethnicity,US born,Education,Marital Status,HouseholdSize,AgeUnder6,Age6to18,AgeOver60,HouseholdIncome,IncomePovertyRatio
101874,Female,63,Asian,1,,1.0,2,0,0,2,220.0,5.0
102000,Female,63,Black,1,4.0,3.0,2,0,0,2,65.0,3.69
102001,Male,63,Other Hispanic,2,3.0,3.0,4,0,2,1,45.0,1.39
102198,Female,63,Mexican-American,1,,1.0,2,0,0,2,85.0,4.62
102320,Female,63,Black,1,5.0,1.0,4,0,0,2,45.0,1.59
102418,Male,63,White,1,,1.0,2,0,0,2,400.0,5.0
102427,Male,63,Mexican-American,2,4.0,1.0,3,0,0,2,55.0,2.59
102517,Female,63,Other Hispanic,2,4.0,1.0,2,0,0,2,80.0,4.86
102520,Male,63,Other Hispanic,1,,1.0,2,0,0,2,79.0,5.0
102524,Male,63,Mexican-American,2,,1.0,4,0,1,1,45.0,1.52
102579,Female,63,White,1,1.0,1.0,2,0,0,2,851.0,5.0
102617,Female,63,White,1,4.0,1.0,2,0,0,2,75.0,3.95
102723,Female,63,Asian,2,,3.0,2,0,0,2,15.0,0.8
102773,Female,63,White,1,5.0,1.0,2,0,0,2,45.0,2.31
102845,Male,63,Black,1,5.0,5.0,1,0,0,1,20.0,1.32
102860,Male,63,Asian,2,,1.0,3,0,0,2,259.0,5.0
94188,Male,64,White,1,3.0,1.0,2,0,0,1,35.0,1.82
97936,Female,64,Asian,2,,1.0,2,0,0,2,477.0,5.0
98127,Female,64,White,1,,1.0,2,0,0,2,35.0,1.66
100030,Male,64,White,1,1.0,4.0,4,0,0,3,89.0,3.03
101666,Male,64,Black,1,2.0,3.0,1,0,0,1,11.0,
102203,Female,64,Mexican-American,2,3.0,2.0,2,0,0,1,60.0,
102950,Male,64,Black,1,5.0,1.0,2,0,0,1,45.0,2.13
93723,Male,64,White,1,,1.0,2,0,0,1,65.0,3.69
93756,Female,64,Black,1,,1.0,3,0,0,2,,
93795,Male,64,Black,1,,1.0,5,0,1,1,75.0,2.43
93805,Female,64,White,1,3.0,2.0,2,0,0,2,63.0,5.0
93877,Male,64,White,1,4.0,1.0,3,0,0,2,55.0,2.6
93990,Female,64,White,2,4.0,1.0,2,0,0,1,35.0,1.85
94019,Female,64,Black,1,5.0,1.0,3,0,0,2,93.0,4.57
94043,Male,64,Asian,2,2.0,1.0,3,0,0,1,493.0,5.0
94101,Female,64,Asian,2,4.0,1.0,2,0,0,2,86.0,5.0
94108,Male,64,Mexican-American,2,,1.0,3,0,0,1,63.0,1.72
94152,Female,64,White,1,3.0,4.0,2,0,0,1,20.0,0.92
94162,Male,64,Other Hispanic,2,1.0,1.0,3,0,1,1,15.0,0.48
94293,Male,64,White,1,,1.0,2,0,0,2,235.0,5.0
94301,Female,64,Asian,1,4.0,1.0,4,0,0,2,55.0,1.79
94470,Male,64,White,1,5.0,6.0,4,0,0,2,32.0,
94479,Female,64,White,1,,2.0,1,0,0,1,15.0,0.91
94490,Female,64,White,1,,2.0,2,0,0,2,35.0,1.17
94711,Female,64,White,1,5.0,1.0,3,0,1,2,45.0,2.17
94831,Female,64,White,1,4.0,2.0,1,0,0,1,35.0,2.65
94885,Male,64,Black,1,,1.0,4,0,0,2,75.0,2.64
95043,Male,64,Asian,2,3.0,1.0,3,0,0,2,45.0,1.92
95247,Female,64,Asian,2,,1.0,2,0,0,2,15.0,0.88
95308,Female,64,Black,1,,1.0,2,0,0,2,45.0,2.13
95575,Male,64,Black,1,3.0,3.0,1,0,0,1,45.0,3.29
95633,Female,64,Mexican-American,2,,3.0,7,1,3,1,403.0,2.63
95713,Male,64,Black,1,,3.0,2,0,0,2,65.0,1.65
95772,Female,64,Asian,2,5.0,5.0,5,0,2,1,90.0,3.13
95881,Female,64,Mexican-American,2,3.0,4.0,1,0,0,1,45.0,3.29
96001,Male,64,White,1,,3.0,2,0,1,1,,
96010,Male,64,Black,1,,5.0,1,0,0,1,10.0,0.73
96017,Male,64,Other Hispanic,1,5.0,1.0,2,0,0,1,75.0,4.1
96144,Female,64,Black,1,,2.0,1,0,0,1,35.0,2.49
96164,Female,64,Asian,2,4.0,1.0,2,0,0,2,217.0,5.0
96165,Female,64,Asian,2,5.0,1.0,3,0,0,3,20.0,0.76
96179,Male,64,White,1,4.0,1.0,2,0,0,1,274.0,5.0
96242,Male,64,Black,1,5.0,4.0,1,0,0,1,10.0,0.71
96293,Male,64,Asian,2,,1.0,3,0,0,2,10.0,0.35
96330,Male,64,Others,1,4.0,1.0,2,0,0,2,35.0,1.79
96512,Male,64,White,1,4.0,3.0,2,0,0,1,35.0,1.85
96595,Female,64,Other Hispanic,2,2.0,6.0,2,0,0,1,20.0,0.95
96707,Female,64,Others,1,,1.0,3,0,0,1,35.0,1.64
96805,Female,64,Other Hispanic,2,5.0,1.0,5,0,2,2,10.0,0.25
96955,Male,64,Asian,2,1.0,1.0,4,0,0,1,876.0,5.0
96989,Female,64,Black,1,,3.0,2,0,0,2,,
97301,Male,64,Black,1,4.0,1.0,3,0,1,1,35.0,1.22
97305,Male,64,White,1,3.0,3.0,1,0,0,1,225.0,5.0
97326,Male,64,Asian,2,4.0,1.0,4,0,0,2,55.0,1.79
97557,Female,64,White,2,4.0,5.0,3,0,0,3,650.0,1.73
97618,Male,64,Mexican-American,1,5.0,1.0,2,0,0,2,493.0,5.0
97817,Female,64,Asian,2,3.0,1.0,3,0,0,2,10.0,0.35
97850,Female,64,Other Hispanic,2,3.0,1.0,7,0,2,2,63.0,
97871,Female,64,Other Hispanic,2,,1.0,3,0,0,2,135.0,5.0
97905,Female,64,Black,1,4.0,3.0,2,0,0,1,55.0,3.14
97973,Male,64,Mexican-American,2,4.0,1.0,2,0,0,2,25.0,1.35
98288,Male,64,White,1,,6.0,2,0,0,2,63.0,
98299,Male,64,Asian,2,4.0,1.0,6,0,1,1,55.0,1.54
98331,Female,64,Asian,2,,1.0,5,1,1,1,75.0,2.38
98506,Female,64,Black,2,,1.0,5,1,0,2,,
98602,Female,64,Mexican-American,1,,5.0,1,0,0,1,15.0,0.99
98630,Male,64,Black,2,5.0,1.0,6,1,0,2,883.0,3.03
98682,Male,64,Other Hispanic,2,5.0,1.0,5,0,2,2,10.0,0.25
98685,Female,64,Others,1,,5.0,1,0,0,1,25.0,1.74
98717,Male,64,Asian,2,4.0,1.0,3,0,0,2,97.0,4.72
98741,Female,64,White,1,4.0,2.0,4,0,1,1,45.0,1.68
98744,Female,64,Black,2,4.0,6.0,3,0,0,1,,
98928,Male,64,Mexican-American,2,,5.0,2,0,0,1,63.0,
98940,Female,64,Mexican-American,2,,1.0,4,0,0,1,63.0,
98990,Male,64,White,1,,1.0,5,0,1,1,65.0,2.04
99058,Female,64,Asian,2,,3.0,5,0,0,1,65.0,2.08
99289,Female,64,White,1,4.0,3.0,1,0,0,1,35.0,2.82
99313,Female,64,White,1,,1.0,3,0,0,1,55.0,2.57
99602,Female,64,Mexican-American,2,4.0,1.0,2,0,0,1,65.0,3.69
99684,Female,64,Asian,2,,4.0,5,1,1,1,516.0,4.08
99740,Male,64,White,1,,5.0,2,0,0,2,865.0,5.0
99884,Male,64,White,1,4.0,1.0,2,0,0,2,93.0,5.0
99991,Male,64,Black,1,5.0,4.0,3,0,0,3,48.0,
99997,Female,64,Mexican-American,2,,1.0,6,0,1,2,35.0,0.91
100085,Male,64,White,1,,1.0,2,0,0,2,45.0,2.28
100162,Female,64,Other Hispanic,1,5.0,1.0,4,0,1,1,35.0,1.22
100511,Female,64,Black,1,4.0,5.0,1,0,0,1,20.0,1.58
100608,Female,64,Mexican-American,1,4.0,3.0,2,0,0,2,35.0,0.53
100745,Male,64,Mexican-American,2,,1.0,4,0,1,2,35.0,1.22
100887,Female,64,Black,1,5.0,3.0,2,0,0,1,20.0,1.05
100955,Male,64,Black,1,,1.0,3,0,0,3,35.0,1.2
101177,Male,64,Mexican-American,2,4.0,6.0,6,0,2,1,20.0,0.56
101382,Female,64,White,1,,2.0,1,0,0,1,552.0,5.0
101480,Male,64,Asian,2,5.0,1.0,3,0,0,1,958.0,5.0
101488,Female,64,Other Hispanic,2,3.0,3.0,4,0,0,1,827.0,5.0
101510,Male,64,Other Hispanic,1,,2.0,2,0,0,1,84.0,2.99
101667,Female,64,Other Hispanic,2,,2.0,1,0,0,1,5.0,0.37
101694,Male,64,Other Hispanic,2,5.0,1.0,6,0,1,1,45.0,1.08
101777,Male,64,Black,2,5.0,1.0,2,0,0,2,89.0,4.86
101778,Female,64,Asian,2,4.0,1.0,2,0,0,2,669.0,5.0
101824,Female,64,Black,1,,2.0,6,0,3,1,45.0,1.13
101859,Female,64,Others,1,5.0,3.0,1,0,0,1,10.0,0.74
101934,Female,64,Others,1,,1.0,2,0,0,1,65.0,3.65
102106,Male,64,Black,1,2.0,1.0,4,1,0,1,45.0,1.73
102170,Male,64,Black,1,4.0,3.0,1,0,0,1,35.0,2.06
102173,Female,64,White,1,2.0,2.0,1,0,0,1,15.0,1.19
102245,Female,64,Others,1,,2.0,7,3,2,1,15.0,0.33
102353,Male,64,White,1,,4.0,1,0,0,1,25.0,1.91
102528,Male,64,White,1,,3.0,2,0,0,2,25.0,1.49
102611,Male,64,White,1,3.0,3.0,1,0,0,1,25.0,2.0
102637,Male,64,Black,1,1.0,1.0,2,0,0,2,65.0,3.55
102687,Female,64,Black,1,,1.0,4,1,0,2,65.0,2.24
94334,Female,65,Asian,2,,4.0,2,0,0,1,20.0,1.02
96110,Male,65,Mexican-American,2,1.0,1.0,7,1,0,3,35.0,0.65
100074,Male,65,Mexican-American,1,,3.0,1,0,0,1,,
102717,Female,65,Black,1,,2.0,1,0,0,1,25.0,1.7
94303,Male,65,Other Hispanic,2,1.0,1.0,5,0,1,2,25.0,0.7
94345,Male,65,White,1,5.0,1.0,2,0,0,2,35.0,1.69
94523,Female,65,Black,1,1.0,1.0,2,0,0,2,45.0,2.46
94590,Female,65,Other Hispanic,2,5.0,2.0,6,0,3,1,10.0,0.23
94650,Female,65,Black,1,,3.0,2,0,0,2,75.0,4.31
94754,Female,65,White,1,5.0,1.0,2,0,0,2,929.0,5.0
95011,Female,65,White,1,4.0,1.0,2,0,0,2,,
95042,Female,65,Other Hispanic,2,3.0,1.0,2,0,0,2,20.0,0.93
95321,Male,65,Black,1,5.0,5.0,2,0,0,1,89.0,
95541,Female,65,Mexican-American,2,4.0,2.0,3,0,0,1,55.0,2.41
95924,Female,65,Black,1,,1.0,2,0,0,2,55.0,3.08
95976,Female,65,Others,1,5.0,2.0,3,0,1,1,,
96086,Male,65,White,1,,1.0,2,0,0,2,55.0,3.08
96100,Male,65,Others,1,,6.0,1,0,0,1,63.0,
96121,Female,65,White,1,1.0,1.0,2,0,0,2,55.0,2.92
96134,Female,65,Asian,2,,1.0,2,0,0,2,896.0,5.0
96462,Male,65,Black,1,,1.0,3,0,0,1,20.0,0.92
96471,Male,65,Black,1,3.0,1.0,3,0,1,2,29.0,
96477,Male,65,Black,1,4.0,3.0,1,0,0,1,15.0,1.08
96480,Male,65,Others,1,5.0,1.0,3,0,0,2,35.0,1.25
96586,Female,65,Black,1,4.0,5.0,6,1,2,1,63.0,
96633,Male,65,Black,1,,6.0,3,0,0,2,5.0,0.15
96892,Female,65,White,1,5.0,3.0,1,0,0,1,45.0,2.91
96938,Female,65,Mexican-American,1,5.0,1.0,5,0,0,2,63.0,
96964,Female,65,Black,1,,5.0,1,0,0,1,85.0,5.0
97115,Male,65,Mexican-American,1,1.0,1.0,5,0,0,2,65.0,1.95
97133,Female,65,Asian,2,1.0,1.0,7,0,3,2,63.0,
97181,Male,65,Other Hispanic,2,4.0,1.0,4,0,1,1,55.0,1.87
97282,Female,65,Black,1,5.0,6.0,7,2,3,1,20.0,0.42
97320,Male,65,Black,1,4.0,1.0,2,0,0,2,45.0,2.16
97374,Male,65,White,1,,1.0,3,0,1,1,55.0,2.33
97619,Male,65,White,1,,1.0,2,0,0,2,65.0,3.69
97766,Male,65,Others,1,2.0,1.0,2,0,0,2,75.0,4.0
97847,Female,65,White,1,,1.0,2,0,0,2,98.0,4.62
97955,Male,65,White,1,,2.0,1,0,0,1,20.0,1.45
98040,Male,65,Asian,1,,1.0,2,0,0,2,408.0,5.0
98142,Male,65,Black,1,,5.0,3,0,0,2,,
98390,Female,65,Black,1,3.0,3.0,2,0,0,1,69.0,
98473,Female,65,Other Hispanic,2,,3.0,1,0,0,1,5.0,0.38
98569,Male,65,Other Hispanic,1,4.0,3.0,6,0,1,2,75.0,2.12
98598,Male,65,Black,1,5.0,2.0,1,0,0,1,10.0,0.7
98638,Male,65,Black,1,4.0,1.0,3,0,1,1,35.0,1.49
98679,Male,65,Mexican-American,2,,5.0,4,0,1,2,28.0,
98858,Female,65,Black,1,,4.0,2,0,0,1,45.0,2.25
98901,Male,65,Black,1,3.0,1.0,2,0,0,1,75.0,4.43
98946,Female,65,White,1,,2.0,3,0,0,1,35.0,1.61
99174,Female,65,Mexican-American,2,,1.0,6,0,0,2,35.0,0.96
99204,Female,65,Mexican-American,2,1.0,3.0,4,0,0,1,65.0,2.77
99441,Female,65,Other Hispanic,2,,3.0,4,0,0,2,45.0,1.39
99512,Female,65,Black,1,4.0,4.0,2,0,0,2,20.0,1.2
99519,Female,65,White,1,,3.0,1,0,0,1,65.0,4.53
99610,Male,65,Other Hispanic,2,,1.0,6,0,2,1,55.0,1.37
99635,Female,65,Black,1,3.0,6.0,4,0,0,2,43.0,
99662,Female,65,Black,1,,1.0,2,0,0,2,45.0,2.43
99702,Male,65,Black,1,4.0,3.0,1,0,0,1,10.0,0.7
99797,Male,65,White,1,5.0,3.0,1,0,0,1,15.0,0.88
100004,Female,65,Other Hispanic,2,5.0,2.0,7,2,3,1,53.0,
100020,Male,65,White,2,2.0,1.0,2,0,0,2,25.0,1.46
100122,Male,65,Black,1,,1.0,4,0,1,2,55.0,2.03
100222,Female,65,Black,1,3.0,3.0,1,0,0,1,15.0,1.04
100233,Female,65,Black,1,1.0,1.0,3,0,1,2,37.0,
100283,Female,65,Other Hispanic,2,5.0,1.0,3,0,0,2,14.0,
100396,Female,65,Mexican-American,2,2.0,1.0,4,0,0,2,,
100412,Female,65,Mexican-American,2,,1.0,5,1,1,1,25.0,1.0
100554,Male,65,Black,1,5.0,4.0,1,0,0,1,55.0,4.05
100556,Female,65,White,1,,2.0,4,0,1,1,35.0,1.27
100580,Male,65,Other Hispanic,2,4.0,2.0,2,0,1,1,20.0,0.92
100642,Male,65,Black,1,5.0,5.0,4,0,2,1,45.0,1.69
100933,Female,65,Asian,2,,1.0,2,0,0,2,63.0,
100968,Female,65,Mexican-American,2,4.0,4.0,5,2,0,1,55.0,1.7
101017,Male,65,White,1,4.0,1.0,4,1,0,1,75.0,2.67
101232,Male,65,White,1,,5.0,2,0,0,2,35.0,1.54
101274,Female,65,Black,1,,5.0,1,0,0,1,15.0,0.99
101284,Female,65,Black,1,,3.0,2,0,1,1,25.0,1.22
101407,Female,65,White,1,2.0,1.0,2,0,0,2,458.0,5.0
101468,Male,65,Mexican-American,2,,1.0,3,0,0,2,564.0,4.93
101523,Male,65,Black,1,5.0,1.0,2,0,0,2,75.0,4.16
101660,Male,65,Black,2,,1.0,2,0,0,2,260.0,5.0
101728,Male,65,Black,1,,3.0,1,0,0,1,5.0,0.25
101780,Female,65,White,1,3.0,1.0,2,0,0,2,566.0,5.0
102021,Female,65,Asian,2,4.0,1.0,2,0,0,2,35.0,1.54
102068,Female,65,Asian,2,4.0,1.0,2,0,0,2,793.0,5.0
102192,Male,65,White,1,,1.0,2,0,0,2,45.0,2.34
102260,Female,65,White,1,4.0,1.0,2,0,0,2,271.0,5.0
102606,Male,65,Black,1,4.0,2.0,1,0,0,1,35.0,2.82
102683,Male,65,Mexican-American,2,2.0,1.0,6,3,0,2,35.0,1.0
102800,Male,65,White,1,4.0,3.0,1,0,0,1,94.0,5.0
102876,Male,65,Other Hispanic,2,4.0,1.0,3,0,1,1,665.0,5.0
102946,Male,65,Asian,2,5.0,1.0,4,0,0,2,75.0,2.79
94244,Female,66,Others,1,5.0,2.0,6,1,1,1,35.0,0.85
94614,Female,66,Other Hispanic,2,4.0,1.0,2,0,0,2,45.0,2.16
96440,Male,66,Black,1,3.0,4.0,1,0,0,1,63.0,
96883,Female,66,Mexican-American,1,,1.0,5,0,0,2,65.0,1.95
98665,Female,66,Other Hispanic,1,,3.0,2,0,0,1,10.0,
98670,Female,66,Mexican-American,1,,2.0,5,0,1,1,20.0,0.66
100648,Male,66,White,1,3.0,1.0,2,0,0,2,563.0,5.0
102059,Female,66,Black,1,,1.0,2,0,0,2,233.0,5.0
93705,Female,66,Black,1,1.0,3.0,1,0,0,1,15.0,0.82
93708,Female,66,Asian,2,1.0,1.0,2,0,0,2,35.0,1.63
93788,Female,66,White,1,3.0,3.0,1,0,0,1,312.0,5.0
93856,Male,66,Black,1,,1.0,4,0,2,1,65.0,2.39
93894,Female,66,White,1,4.0,3.0,1,0,0,1,6.0,
93945,Male,66,Black,1,3.0,5.0,2,0,0,1,25.0,1.4
93955,Female,66,Mexican-American,1,5.0,3.0,1,0,0,1,15.0,0.91
93977,Female,66,Black,2,4.0,1.0,5,0,0,3,,
94049,Female,66,Black,1,4.0,5.0,4,0,1,1,35.0,1.02
94158,Male,66,Mexican-American,2,,1.0,3,0,0,1,63.0,
94168,Female,66,Other Hispanic,2,,1.0,6,0,2,2,15.0,0.4
94249,Female,66,Black,1,,2.0,2,0,0,2,35.0,1.85
94376,Male,66,Black,2,5.0,3.0,7,0,3,1,922.0,2.9
94525,Female,66,White,1,4.0,1.0,2,0,0,2,35.0,1.52
94792,Male,66,Asian,2,3.0,1.0,3,0,0,2,65.0,2.94
94797,Female,66,Asian,2,,1.0,2,0,0,2,20.0,1.16
94826,Female,66,Black,1,4.0,1.0,2,0,0,1,,
94922,Male,66,Black,1,4.0,1.0,4,0,0,3,55.0,2.07
94979,Male,66,Black,1,,1.0,2,0,0,2,45.0,2.54
95097,Female,66,White,1,1.0,1.0,2,0,0,2,76.0,5.0
95121,Female,66,Mexican-American,1,5.0,1.0,2,0,0,2,63.0,
95160,Female,66,Black,1,5.0,1.0,2,0,0,2,,
95189,Male,66,Black,1,5.0,4.0,3,0,1,1,35.0,1.44
95256,Female,66,White,1,2.0,2.0,1,0,0,1,10.0,0.79
95431,Female,66,White,1,,1.0,2,0,0,2,35.0,1.62
95671,Female,66,Mexican-American,1,,1.0,2,0,0,2,75.0,4.0
95675,Male,66,Other Hispanic,2,5.0,6.0,5,0,0,3,63.0,0.99
95773,Female,66,Black,1,,4.0,4,0,2,1,45.0,1.63
95822,Male,66,Asian,2,,3.0,2,0,0,1,55.0,3.23
95824,Male,66,Other Hispanic,2,5.0,1.0,4,0,0,1,90.0,
95869,Male,66,Black,1,3.0,6.0,2,0,0,2,81.0,1.65
95966,Male,66,White,1,5.0,1.0,2,0,0,2,199.0,5.0
95979,Male,66,Black,1,3.0,6.0,2,0,0,2,,
96065,Male,66,Black,1,,5.0,7,1,0,2,,
96221,Male,66,White,1,,1.0,3,0,1,1,65.0,2.89
96265,Male,66,Black,1,1.0,3.0,1,0,0,1,10.0,0.74
96422,Female,66,Mexican-American,2,4.0,1.0,6,3,0,2,35.0,1.0
96445,Male,66,Mexican-American,1,,1.0,4,1,0,2,572.0,5.0
96468,Female,66,Black,1,5.0,1.0,2,0,0,2,45.0,2.54
96529,Male,66,Asian,2,3.0,1.0,2,0,0,2,55.0,2.98
96537,Female,66,White,1,,3.0,5,1,0,1,45.0,1.39
96540,Male,66,Other Hispanic,2,4.0,1.0,5,0,0,1,,1.07
96644,Male,66,Mexican-American,2,,1.0,2,0,0,2,,
97017,Female,66,White,1,4.0,3.0,2,0,0,1,20.0,0.95
97149,Female,66,Other Hispanic,2,,1.0,4,0,0,3,996.0,5.0
97165,Female,66,Black,1,,5.0,3,0,0,2,55.0,2.36
97388,Female,66,Black,1,2.0,5.0,1,0,0,1,10.0,0.66
97609,Male,66,Others,1,4.0,2.0,2,0,0,2,15.0,0.75
97745,Male,66,White,1,1.0,1.0,2,0,0,2,55.0,2.92
98029,Female,66,Asian,2,,2.0,4,1,0,1,109.0,4.78
98075,Female,66,White,1,4.0,3.0,1,0,0,1,94.0,5.0
98463,Female,66,White,1,4.0,3.0,1,0,0,1,5.0,0.04
98597,Female,66,Mexican-American,1,,1.0,2,0,0,2,,
98662,Female,66,Mexican-American,2,,1.0,2,0,0,2,20.0,
98732,Male,66,White,1,3.0,1.0,5,0,3,2,45.0,1.19
98830,Male,66,Others,1,2.0,1.0,3,0,0,1,25.0,1.05
98899,Female,66,White,1,,2.0,1,0,0,1,65.0,4.89
99087,Male,66,Other Hispanic,2,,6.0,2,0,0,2,45.0,1.81
99222,Female,66,Black,2,4.0,2.0,6,0,2,1,66.0,
99248,Male,66,Asian,2,,1.0,2,0,0,2,55.0,2.77
99538,Male,66,White,1,,1.0,2,0,0,1,803.0,5.0
99548,Male,66,Mexican-American,2,,1.0,2,0,0,2,45.0,2.16
99580,Male,66,White,1,4.0,1.0,4,0,1,2,55.0,2.03
99658,Female,66,Mexican-American,1,1.0,1.0,2,0,0,2,10.0,0.39
99670,Male,66,Black,1,,1.0,3,0,0,3,33.0,
99907,Female,66,White,1,5.0,2.0,1,0,0,1,45.0,3.29
100051,Male,66,White,1,,1.0,3,0,1,2,45.0,2.17
100094,Female,66,Black,1,3.0,5.0,4,0,0,1,77.0,3.25
100154,Male,66,Mexican-American,2,5.0,1.0,1,0,0,1,20.0,1.49
100213,Male,66,White,1,4.0,1.0,2,0,0,1,25.0,1.48
100289,Male,66,Black,1,,3.0,2,0,0,2,65.0,3.46
100404,Female,66,Asian,1,,1.0,2,0,0,2,111.0,5.0
100422,Male,66,Black,1,,2.0,5,0,3,1,55.0,3.07
100551,Male,66,White,1,3.0,1.0,3,0,0,2,91.0,4.29
100706,Male,66,White,1,,1.0,2,0,0,2,35.0,1.62
100741,Male,66,White,1,,1.0,2,0,0,1,876.0,5.0
101173,Female,66,White,1,1.0,1.0,2,0,0,2,14.0,
101455,Female,66,Other Hispanic,2,3.0,4.0,3,0,0,2,63.0,0.9
101605,Male,66,White,1,1.0,3.0,1,0,0,1,20.0,1.49
101755,Female,66,Others,2,,1.0,2,0,0,2,15.0,0.86
101834,Female,66,Black,1,5.0,2.0,1,0,0,1,55.0,4.15
101870,Female,66,White,1,,1.0,2,0,0,2,736.0,5.0
101917,Male,66,Other Hispanic,1,5.0,1.0,6,0,2,2,75.0,2.2
101947,Male,66,Black,1,,6.0,2,0,0,1,35.0,2.07
101987,Male,66,White,1,4.0,1.0,2,0,0,2,513.0,5.0
102169,Female,66,White,1,,1.0,2,0,0,2,35.0,2.0
102367,Female,66,Black,1,,2.0,1,0,0,1,16.0,
102455,Male,66,Black,1,3.0,1.0,2,0,0,2,65.0,3.69
102542,Female,66,Other Hispanic,2,,1.0,6,0,1,2,45.0,1.29
102554,Male,66,Others,1,5.0,3.0,4,0,1,1,35.0,1.34
102623,Male,66,White,1,,3.0,1,0,0,1,10.0,0.8
102650,Female,66,White,1,5.0,2.0,1,0,0,1,79.0,5.0
102873,Male,66,Black,1,2.0,1.0,2,0,0,2,45.0,2.13
102901,Male,66,Black,1,,1.0,2,0,0,2,45.0,2.46
102916,Male,66,Other Hispanic,1,3.0,1.0,2,0,0,2,55.0,2.77
96648,Male,67,White,1,1.0,1.0,2,0,0,2,,
97453,Male,67,Mexican-American,2,4.0,1.0,4,0,0,2,,
99150,Male,67,Asian,2,2.0,1.0,3,0,0,2,,
93713,Male,67,White,1,5.0,3.0,1,0,0,1,35.0,2.65
93726,Female,67,Mexican-American,2,2.0,2.0,1,0,0,1,25.0,1.85
93812,Male,67,White,1,4.0,1.0,2,0,0,2,78.0,5.0
93830,Male,67,Black,1,4.0,1.0,2,0,0,2,78.0,5.0
93899,Male,67,White,1,4.0,1.0,2,0,0,2,35.0,1.79
94031,Male,67,Black,1,4.0,2.0,1,0,0,1,15.0,0.99
94212,Female,67,Asian,2,5.0,1.0,4,0,0,2,75.0,2.79
94216,Female,67,Black,1,,1.0,2,0,0,2,149.0,5.0
94547,Female,67,Black,1,3.0,3.0,5,0,0,1,63.0,1.81
94649,Male,67,White,1,,3.0,1,0,0,1,35.0,2.47
94676,Male,67,Black,1,5.0,1.0,2,0,0,2,468.0,5.0
94902,Female,67,Asian,2,2.0,1.0,2,0,0,2,75.0,4.07
95044,Female,67,White,1,5.0,1.0,2,0,0,2,75.0,4.56
95105,Male,67,White,1,2.0,1.0,2,0,0,1,45.0,2.61
95110,Female,67,Mexican-American,1,5.0,1.0,4,1,0,2,621.0,5.0
95170,Female,67,Asian,2,5.0,2.0,5,0,1,1,358.0,4.08
95534,Female,67,Other Hispanic,2,,5.0,2,0,0,2,25.0,1.4
95608,Male,67,Black,2,,1.0,5,0,0,3,,
95645,Female,67,Mexican-American,2,,3.0,4,0,1,1,45.0,1.46
95875,Female,67,Mexican-American,1,3.0,1.0,2,0,0,2,35.0,2.11
96061,Male,67,White,1,3.0,1.0,4,0,0,3,280.0,5.0
96352,Male,67,Black,1,4.0,1.0,2,0,0,2,45.0,2.49
96598,Female,67,Black,1,,3.0,3,0,1,1,37.0,1.0
96642,Male,67,Mexican-American,2,3.0,1.0,3,0,1,1,20.0,0.83
96771,Female,67,Other Hispanic,2,,3.0,2,0,0,2,45.0,1.24
96804,Male,67,Black,1,4.0,1.0,2,0,0,2,20.0,0.96
96840,Male,67,Asian,2,4.0,1.0,2,0,0,2,65.0,3.63
97169,Female,67,Black,1,4.0,3.0,5,1,0,1,35.0,1.06
97192,Female,67,Other Hispanic,1,,3.0,2,0,0,1,55.0,2.39
97264,Female,67,Mexican-American,2,3.0,2.0,2,0,0,1,65.0,3.88
97323,Female,67,Asian,2,,2.0,1,0,0,1,55.0,3.91
97391,Male,67,Mexican-American,2,4.0,4.0,6,0,1,2,94.0,
97408,Male,67,White,1,3.0,1.0,2,0,0,2,20.0,1.02
97605,Female,67,White,1,2.0,3.0,1,0,0,1,35.0,2.49
97697,Male,67,Black,1,3.0,1.0,2,0,0,2,20.0,1.17
97750,Male,67,Black,1,,3.0,1,0,0,1,55.0,4.15
97775,Male,67,Others,2,5.0,4.0,1,0,0,1,20.0,1.53
97894,Female,67,Other Hispanic,1,5.0,3.0,1,0,0,1,15.0,1.16
97954,Female,67,Mexican-American,2,1.0,1.0,4,0,1,2,20.0,0.78
98005,Male,67,White,1,4.0,6.0,3,0,0,2,63.0,1.7
98049,Male,67,Asian,2,2.0,1.0,2,0,0,2,35.0,1.63
98412,Female,67,Black,2,4.0,4.0,2,0,0,1,45.0,2.46
98526,Male,67,White,2,4.0,1.0,2,0,0,2,800.0,5.0
98562,Female,67,Black,1,,3.0,2,0,0,1,15.0,0.86
98581,Female,67,White,1,3.0,3.0,2,0,0,1,35.0,1.72
98641,Male,67,White,1,5.0,1.0,2,0,0,2,63.0,
98813,Male,67,Asian,2,3.0,1.0,6,0,2,1,,
98916,Male,67,Black,1,,6.0,2,0,0,2,65.0,2.49
98965,Female,67,Mexican-American,2,1.0,2.0,5,0,2,1,65.0,1.94
98972,Female,67,White,1,2.0,1.0,2,0,0,2,35.0,1.73
98977,Female,67,Other Hispanic,2,,5.0,3,0,0,2,,
99074,Male,67,Others,2,3.0,5.0,2,0,0,2,45.0,0.99
99127,Female,67,Asian,2,2.0,2.0,1,0,0,1,35.0,2.47
99265,Female,67,Mexican-American,2,4.0,1.0,2,0,0,2,45.0,2.19
99372,Female,67,White,1,5.0,3.0,1,0,0,1,75.0,5.0
99534,Female,67,Asian,2,1.0,2.0,6,0,1,1,,
99760,Male,67,Black,1,,1.0,2,0,0,2,85.0,5.0
